timestamp,machine_id,temperature_c,vibration_mm_s,pressure_psi,rotational_speed_rpm,load_weight_tonnes,ambient_temp_c,humidity_percent,machine_type,model,age_years,manufacturer,failure_in_14_days,failing_component
2024-01-01,M2001,83.46268707650727,0.46682600130147245,2135.826764614113,1598.1515397579171,192.0242008444686,18.637706720553155,72.36701956231317,Excavator,Liebherr R 9800,8,John Deere,0,
2024-01-02,M2001,85.9256124445523,0.5125885516533054,1678.9597788061387,1800.1337556042504,270.2585597372766,16.161415068115367,39.32751390469896,Excavator,Liebherr R 9800,8,John Deere,0,
2024-01-03,M2001,79.07786422295824,0.609265087826595,1800.0881828671636,1620.9159177337299,185.8858152309965,24.47367356983872,58.545828626194826,Excavator,Liebherr R 9800,8,John Deere,0,
2024-01-04,M2001,88.3825476438961,0.5738758895984871,2108.5181763034157,1884.1546429581424,298.57191131518,31.95266362930332,43.64215152699313,Excavator,Liebherr R 9800,8,John Deere,0,
2024-01-05,M2001,81.68376040157482,0.5681305383981504,2099.4813409472167,1334.8879590995716,229.3175925940372,22.221316334165383,75.34963880140543,Excavator,Liebherr R 9800,8,John Deere,0,
2024-01-06,M2001,86.99626799874844,0.6226765850327424,2147.5864904475047,1829.045879424205,199.79537799868723,4.511991019352703,52.29376633998572,Excavator,Liebherr R 9800,8,John Deere,0,
2024-01-07,M2001,84.39740510095093,0.5248415205731052,1474.8707768401705,1299.0650682893129,236.27217254160706,18.415293668228518,81.17336313988365,Excavator,Liebherr R 9800,8,John Deere,0,
2024-01-08,M2001,93.21755511585857,0.6829407955500706,2484.0315281338044,1958.1034786457967,226.76011517187146,12.767324270025467,49.79023268857121,Excavator,Liebherr R 9800,8,John Deere,0,
2024-01-09,M2001,82.65845642428087,0.579590774144684,2119.942022779503,1660.745581751448,250.4077769425509,24.156109401312126,65.86080119839357,Excavator,Liebherr R 9800,8,John Deere,0,
2024-01-10,M2001,77.861035693751,0.8753672408068637,2270.969581221118,1554.5026547394486,150.80197637006438,23.026307477913363,51.00754651138661,Excavator,Liebherr R 9800,8,John Deere,0,
2024-01-11,M2001,85.98965434033533,0.8163937986428066,2136.814146166697,1654.996931163157,251.30410376285772,14.92108132200929,80.17281586889307,Excavator,Liebherr R 9800,8,John Deere,0,
2024-01-12,M2001,89.12689172135683,0.7593664776537348,2018.4874865657396,1668.3090895298421,119.55153821666802,37.56521247867767,59.500816508274525,Excavator,Liebherr R 9800,8,John Deere,0,
2024-01-13,M2001,81.18287682647713,0.6165512326378482,1940.9090097498095,1818.6458075499083,206.81006688870679,-0.36562190686598584,53.209770884199656,Excavator,Liebherr R 9800,8,John Deere,0,
2024-01-14,M2001,77.09611106789987,0.8622601740247987,1779.6053866272973,1772.1772001976356,250.28671480569886,8.800105168483007,44.790872431024354,Excavator,Liebherr R 9800,8,John Deere,0,
