timestamp,machine_id,temperature_c,vibration_mm_s,pressure_psi,rotational_speed_rpm,load_weight_tonnes,ambient_temp_c,humidity_percent,failure_in_14_days,failed_component,machine_type,model,age_years,manufacturer
2024-01-01 00:00:00.000000000,M001,69.47961835751714,3.2455931870131014,963.3392358996873,1542.0906423642198,59.914316305813735,11.287286263211737,70.08126000998843,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-01-02 12:50:54.545454592,M001,77.41842786745164,1.9156639211549997,962.0426346411292,1551.0374836066394,55.16930046018767,24.01775784989746,50.24412493363104,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-01-04 01:41:49.090909184,M001,77.94743498702982,2.9865585821385063,911.8525479196157,1550.0841716399693,52.37491874907693,23.658386012145375,65.48291130649125,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-01-05 14:32:43.636363520,M001,74.17569136654458,3.0671064235573433,1034.9202916970826,1607.5541726087365,49.559766069873675,14.317438950434877,58.08214133490202,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-01-07 03:23:38.181818112,M001,71.599479458969,3.6303621393763708,1022.6813527183115,1540.5663190930559,39.8682781000193,13.169809733377534,43.62673276761677,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-01-08 16:14:32.727272704,M001,72.6356517241695,2.356882818621888,1005.1696533870652,1500.5940282045353,43.35482139940954,21.88057940083853,70.78979914693969,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-01-10 05:05:27.272727296,M001,72.43820141962593,3.275768135687737,993.0728726786278,1513.65347655831,62.59226031538643,22.06590242534403,66.17595435266671,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-01-11 17:56:21.818181888,M001,67.92170792862221,2.7511678902417005,1011.7327352122171,1428.967130731499,59.99062780435639,17.665977867806745,38.314286841602154,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-01-13 06:47:16.363636480,M001,68.1538321147104,3.769735570791009,963.1597594351991,1338.7197105112275,62.13078110832572,30.13795580466111,54.47103604069588,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-01-14 19:38:10.909090816,M001,59.97441268399399,2.7626832550687936,1070.838038579709,1446.197699934624,57.9653165677233,22.612751101259832,62.909842836091585,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-01-16 08:29:05.454545408,M001,79.3205102522771,2.325776048422784,1003.4053794679407,1513.803072366957,54.44911561289008,18.138840106097735,65.33233654778371,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-01-17 21:20:00.000000000,M001,61.11936040819338,2.652932301725321,1033.14840365845,1580.2730041190257,44.2945360939623,6.436992054259672,62.6292778398661,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-01-19 10:10:54.545454592,M001,67.0169835809283,3.013418165323208,1003.5891057835687,1378.1561702917618,31.183961936451176,19.721630998294064,69.33066397133673,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-01-20 23:01:49.090909184,M001,80.72490033928422,1.682969762754421,1025.3803779438704,1312.6404347428793,56.98659478012535,18.830975392652306,47.4135320724926,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-01-22 11:52:43.636363520,M001,62.100373326300925,3.1128896096188643,972.6163673531502,1455.0458470769909,52.183138700393656,20.84827674308258,58.784902293127814,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-01-24 00:43:38.181818112,M001,70.63158468381435,2.9197215090307855,1044.3801356929062,1465.564578926137,58.380691222955086,21.968181805600615,84.21320125398283,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-01-25 13:34:32.727272704,M001,72.34171345893108,3.0205201733195297,1004.387321927251,1462.635776023481,66.9658294946915,24.16662851028139,53.76846810512806,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-01-27 02:25:27.272727296,M001,66.82415209832337,2.6166791496984976,1065.311996906577,1454.72274713314,41.2349224403445,26.890921096977813,38.405282426004305,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-01-28 15:16:21.818181888,M001,85.98705413599016,3.844317408564538,1007.9042359284267,1531.6251230208134,54.78037445963675,22.4101783458104,77.31223800490034,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-01-30 04:07:16.363636480,M001,82.28748903934118,4.378620890423584,902.7600583018161,1582.8267399578413,42.70420481915072,26.565213785118846,78.26948185997475,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-01-31 16:58:10.909090816,M001,83.14584683379321,3.479199925232071,988.7476575894136,1413.7582293328921,62.888722518707496,35.75933488836096,50.62507189801927,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-02-02 05:49:05.454545408,M001,89.09763141239183,4.1322712579942475,1002.82103392537,1632.3245704086366,38.2418601023624,25.49301363439882,55.69368601821389,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-02-03 18:40:00.000000000,M001,79.22029573329814,3.436122064577657,988.8726111069504,1461.3154479082473,48.90809903880798,26.858019521052096,68.28233327903311,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-02-05 07:30:54.545454592,M001,79.81538567381097,4.083989884891071,972.8445786203604,1514.5646940837962,46.80395087711733,25.830121626525973,64.55622529104039,1,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-02-06 20:21:49.090909184,M001,77.07349859390624,4.033841226659204,964.7538849736733,1546.0588916449956,40.32739646134857,21.90475006873657,49.80387314433713,1,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-02-08 09:12:43.636363520,M001,86.79657219902414,4.464295193954907,954.6530777961566,1651.0496411150525,45.321636458235176,37.07595800096006,52.05883837685887,1,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-02-09 22:03:38.181818112,M001,83.18596569420718,3.75460237008368,998.78332274889,1619.0754056334108,50.50475170573222,19.532674094503754,71.1173857260431,1,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-02-11 10:54:32.727272704,M001,88.89142692650208,4.259519492159087,999.6880573215057,1409.9409212269943,47.53114063160866,14.683406353237501,45.2528594970092,1,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-02-12 23:45:27.272727296,M001,83.21745145534157,4.645804791469072,1090.7108985366212,1321.915860502887,40.76088089033584,15.01757927772194,48.554539046171904,1,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-02-14 12:36:21.818181888,M001,87.11337711040085,2.6122772111361425,956.2202822911863,1521.0558611233114,39.452814622622604,30.42524740006686,45.35489400252311,1,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-02-16 01:27:16.363636480,M001,89.19053067161502,4.730680502376364,948.2331880849072,1516.3784851057123,50.46008038059731,27.37582137037045,65.39163065269207,1,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-02-17 14:18:10.909090816,M001,79.98912286110223,4.0741842477473025,935.187365131608,1458.3317171196363,68.97367714325166,26.941582271560687,62.52038826894082,1,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-02-19 03:09:05.454545408,M001,87.76704699722252,4.3447413887717365,1034.4644944086458,1617.0896750594757,48.207667101909834,27.305332967551784,69.87480728725241,1,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-02-20 16:00:00.000000000,M001,90.60054145897146,5.018995927641589,1022.9781040505094,1683.060119736221,71.90109840884276,25.527084494336577,78.10802192265282,1,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-02-22 04:50:54.545454592,M001,92.32646127086014,4.471341009619644,1024.9132946613943,1451.94894717829,39.436342567661626,29.808238583135022,51.28975617899985,1,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-02-23 17:41:49.090909184,M001,93.19430063879324,4.4298075035951285,896.7075845673852,1447.7089151558541,59.51867714230729,27.669766193350334,59.58727705654772,1,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-02-25 06:32:43.636363520,M001,89.53781206539475,5.261678396645927,1001.641248555722,1562.3264990998487,32.8600906460702,26.279917506607276,62.54645605143513,1,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-02-26 19:23:38.181818112,M001,94.9136499264315,4.420574435217168,1056.6017043792663,1568.1971759906223,58.90523038624405,20.82515079514161,70.2572945272437,1,Suspension,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-02-28 08:14:32.727272704,M001,69.76995648238572,2.9726410030099846,1047.201784712543,1585.0493606817997,50.65784851577373,29.998044701611484,76.25324189181066,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-02-29 21:05:27.272727296,M001,71.85285961494779,3.2944924413354046,949.7882249884415,1606.441150164128,41.77817362357186,26.77437930594384,61.70390199902536,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-03-02 09:56:21.818181888,M001,78.06438137795956,3.1193355945906744,1020.6354603639973,1517.5573977996794,41.078867586444645,29.168023326340908,72.09833154031568,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-03-03 22:47:16.363636480,M001,50.56947904929879,3.1559828219008548,1041.2024472684484,1652.9155518309512,53.46475170886447,20.526398576092138,63.485070718321666,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-03-05 11:38:10.909090816,M001,73.81169386939841,2.8989361571080523,946.780739831896,1631.3229689785571,50.496600011810145,23.056192806092646,52.759398979269406,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-03-07 00:29:05.454545408,M001,70.96790878475852,2.2508986029098264,930.8456862095953,1356.2147265713184,53.612942513821004,22.403719311808185,61.09326315312046,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-03-08 13:20:00.000000000,M001,74.97369308639054,3.434823136211946,999.2148571876259,1406.2682721819976,47.83517827984365,22.692495758328576,60.9155761036129,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-03-10 02:10:54.545454592,M001,76.61220247301517,2.589205384194506,1057.686359126164,1459.885068527246,40.41895703034248,25.75416637995536,40.928636993957376,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-03-11 15:01:49.090909184,M001,76.59389991849588,2.7706638866281144,995.3966824961917,1517.2793297771766,50.42871081126415,20.440184362572605,51.19583602523494,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-03-13 03:52:43.636363520,M001,75.55111010660526,2.397205332531735,993.7987703552812,1422.1118141102609,57.274428821719155,21.613412450696227,68.4407527706324,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-03-14 16:43:38.181818112,M001,73.20295481101986,2.9145958752362606,1052.0920241239573,1491.9433466872474,46.209384017375164,23.046685256127734,54.07816179515921,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-03-16 05:34:32.727272704,M001,81.06730305834097,2.3184223816043747,1028.094900562865,1430.0698832308144,28.749286230880948,32.19143342332179,85.13769550905698,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-03-17 18:25:27.272727296,M001,73.38955285954056,3.4325455739672526,974.6079607674939,1439.8833865737329,44.67102940204714,25.997074152903217,37.89991534520223,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-03-19 07:16:21.818181888,M001,73.15207218726131,2.376768612842808,946.1708856378339,1333.147770677014,47.95396934663441,24.30889388294921,63.53787126014672,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-03-20 20:07:16.363636480,M001,81.37785461324168,1.9516692065667889,956.191360098738,1656.8973929337799,54.61998956777332,26.765254318302283,75.264625727944,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
2024-03-22 08:58:10.909090816,M001,80.97886581714735,2.784953589721706,987.5785320666482,1346.3299383989233,47.551226102692695,23.542788175180856,60.02886194298238,0,None,Haul Truck,Haul Truck-A-331,8,"Williams, Stuart and Stevens"
