timestamp,machine_id,temperature_c,vibration_mm_s,pressure_psi,rotational_speed_rpm,load_weight_tonnes,ambient_temp_c,humidity_percent,machine_type,model,age_years,manufacturer,failure_in_14_days,failing_component
2024-01-01,M2001,75.61910601699658,0.43463927650025425,1850.0977579665578,1623.2907416654427,280.8803119885693,24.864800204850372,49.3713133498612,Dozer,Komatsu D475A,11,Belaz,0,
2024-01-02,M2001,86.07939114750857,0.8204844424409862,2009.0908739106187,1768.9510212025586,202.02719457276706,17.011391576220497,54.185534662996076,Dozer,Komatsu D475A,11,Belaz,0,
2024-01-03,M2001,75.14121980350859,0.5296924771602779,2048.455863669335,1510.195559874207,222.9256351162964,26.023044786031384,62.42403193763855,Dozer,Komatsu D475A,11,Belaz,0,
2024-01-04,M2001,99.65670479380493,1.5354602744994807,2351.7059554151206,1253.2309776619566,163.14339661851218,22.453129501878667,52.533651781078035,Dozer,Komatsu D475A,11,Belaz,1,
2024-01-05,M2001,102.91912660013658,2.0539155017881296,2461.6047455518237,1336.9116655033718,98.87553408333349,6.460273125929277,77.44834185128136,Dozer,Komatsu D475A,11,Belaz,1,
2024-01-06,M2001,119.35871601060536,2.9471048927687433,2658.2167938279026,973.2083696802155,223.81665180342065,18.542200178239323,57.22465566448547,Dozer,Komatsu D475A,11,Belaz,1,
2024-01-07,M2001,129.5929582849517,3.32741450913699,2951.3984569086983,1046.9534403239425,171.37737802984742,10.858490419092263,29.406512317048577,Dozer,Komatsu D475A,11,Belaz,1,
2024-01-08,M2001,145.7951625883698,4.315465724901729,2836.98342015713,664.020639303531,206.85924439011794,34.14785901875622,45.42727032710081,Dozer,Komatsu D475A,11,Belaz,1,
2024-01-09,M2001,149.7853150086869,5.148471164177653,3337.8034965422094,942.3442353057986,345.4341825580434,24.94159649756949,82.23672023871794,Dozer,Komatsu D475A,11,Belaz,1,
2024-01-10,M2001,168.12282130542746,5.934670421036212,3508.8860539484745,754.5350136844297,210.6277588385628,22.0216497991072,77.12626302083332,Dozer,Komatsu D475A,11,Belaz,1,
2024-01-11,M2001,162.5792124317548,6.384685254277852,3293.752839514186,465.31354312392955,267.195077479269,27.064437592550828,77.50497419509566,Dozer,Komatsu D475A,11,Belaz,1,
2024-01-12,M2001,177.71816501579642,7.3764797914337175,4009.679950295215,376.363839727139,108.24579693795937,19.72577055207893,46.30304134912875,Dozer,Komatsu D475A,11,Belaz,1,
2024-01-13,M2001,185.08584141661055,8.166208093383686,4282.118895896116,643.10256566805,172.6476884900491,15.68933765968991,69.08971526291504,Dozer,Komatsu D475A,11,Belaz,1,
2024-01-14,M2001,199.0617717517183,8.731099489959542,3936.7607316237027,80.7453820008647,207.56329100914255,31.408055052635937,46.53875718252317,Dozer,Komatsu D475A,11,Belaz,1,
2024-01-15,M2001,216.23144720640434,9.629203431824575,4256.999584171323,136.45587511049058,220.8893629743612,33.30975098945067,83.59771302566976,Dozer,Komatsu D475A,11,Belaz,1,
2024-01-16,M2001,217.16310862232658,10.322446120580306,4753.3076910959835,-173.52544112005063,212.06815592945424,39.391739299115656,56.7001429614572,Dozer,Komatsu D475A,11,Belaz,1,
