timestamp,machine_id,temperature_c,vibration_mm_s,pressure_psi,rotational_speed_rpm,load_weight_tonnes,ambient_temp_c,humidity_percent,machine_type,model,age_years,manufacturer
1/1/2024,M2001,123.4626871,0.866826001,2435.826765,1848.15154,222.0242008,33.63770672,97.36701956,Excavator,Liebherr R 9800,8,John Deere
1/2/2024,M2001,125.9256124,0.912588552,1978.959779,2050.133756,300.2585597,31.16141507,64.3275139,Excavator,Liebherr R 9800,8,John Deere
1/3/2024,M2001,119.0778642,1.009265088,2100.088183,1870.915918,215.8858152,39.47367357,83.54582863,Excavator,Liebherr R 9800,8,John Deere
1/4/2024,M2001,128.3825476,0.97387589,2408.518176,2134.154643,328.5719113,46.95266363,68.64215153,Excavator,Liebherr R 9800,8,John Deere
1/5/2024,M2001,121.6837604,0.968130538,2399.481341,1584.887959,259.3175926,37.22131633,100.3496388,Excavator,Liebherr R 9800,8,John Deere
1/6/2024,M2001,126.996268,1.022676585,2447.58649,2079.045879,229.795378,19.51199102,77.29376634,Excavator,Liebherr R 9800,8,John Deere
1/7/2024,M2001,124.3974051,0.924841521,1774.870777,1549.065068,266.2721725,33.41529367,106.1733631,Excavator,Liebherr R 9800,8,John Deere
1/8/2024,M2001,133.2175551,1.082940796,2784.031528,2208.103479,256.7601152,27.76732427,74.79023269,Excavator,Liebherr R 9800,8,John Deere
1/9/2024,M2001,122.6584564,0.979590774,2419.942023,1910.745582,280.4077769,39.1561094,90.8608012,Excavator,Liebherr R 9800,8,John Deere
1/10/2024,M2001,117.8610357,1.275367241,2570.969581,1804.502655,180.8019764,38.02630748,76.00754651,Excavator,Liebherr R 9800,8,John Deere
1/11/2024,M2001,125.9896543,1.216393799,2436.814146,1904.996931,281.3041038,29.92108132,105.1728159,Excavator,Liebherr R 9800,8,John Deere
1/12/2024,M2001,129.1268917,1.159366478,2318.487487,1918.30909,149.5515382,52.56521248,84.50081651,Excavator,Liebherr R 9800,8,John Deere
1/13/2024,M2001,121.1828768,1.016551233,2240.90901,2068.645808,236.8100669,14.63437809,78.20977088,Excavator,Liebherr R 9800,8,John Deere
1/14/2024,M2001,117.0961111,1.262260174,2079.605387,2022.1772,280.2867148,23.80010517,69.79087243,Excavator,Liebherr R 9800,8,John Deere
1/15/2024,M2001,113.5304342,1.100963013,2330.291193,1543.154438,293.5242597,43.64982123,80.24101267,Excavator,Liebherr R 9800,8,John Deere
1/16/2024,M2001,119.0288265,0.908808837,2490.153491,1942.939304,293.0968182,35.09719937,73.00064626,Excavator,Liebherr R 9800,8,John Deere
1/17/2024,M2001,127.2490868,0.820443063,2459.1712,1975.490236,245.1134097,35.48915621,69.46378608,Excavator,Liebherr R 9800,8,John Deere
1/18/2024,M2001,118.2210857,1.270018418,2740.79156,1667.985719,255.214778,42.64149003,87.37631293,Excavator,Liebherr R 9800,8,John Deere
1/19/2024,M2001,130.4204588,1.072053172,2409.107721,1867.900054,275.9329231,44.13030235,49.92015243,Excavator,Liebherr R 9800,8,John Deere
1/20/2024,M2001,130.6203774,1.014406252,2360.259155,1876.075622,315.638153,47.05012143,72.03403845,Excavator,Liebherr R 9800,8,John Deere
1/21/2024,M2001,119.259624,0.840597034,2247.171222,2018.294755,236.4489616,57.85630042,70.05182943,Excavator,Liebherr R 9800,8,John Deere
1/22/2024,M2001,124.0042448,0.864287514,2133.260024,1792.72422,225.9182367,41.22318868,81.53244755,Excavator,Liebherr R 9800,8,John Deere
1/23/2024,M2001,131.6737705,0.838048115,2088.063476,1560.879641,221.6885834,47.68183631,57.53643633,Excavator,Liebherr R 9800,8,John Deere
