timestamp,machine_id,temperature_c,vibration_mm_s,pressure_psi,rotational_speed_rpm,load_weight_tonnes,ambient_temp_c,humidity_percent,machine_type,model,age_years,manufacturer,failure_in_14_days,failing_component
2024-01-01,M2001,88.97360260001639,0.7337850252100275,2201.6853597184822,1837.7570329957089,153.52808564598894,16.62619606410329,68.47043185211174,Dozer,CAT D11T,17,Belaz,0,
2024-01-02,M2001,86.85239093362914,0.25186128946126507,2158.3760092295734,1616.033536198002,223.83605283398074,37.937228317952496,69.74642861752314,Dozer,CAT D11T,17,Belaz,0,
2024-01-03,M2001,80.23788620562448,0.7334843574689748,1963.663954891576,1516.128645311797,144.93312193074354,35.50050277651049,49.79655766256509,Dozer,CAT D11T,17,Belaz,0,
2024-01-04,M2001,82.89642307995868,0.712658416359355,2196.550711424142,1667.605666023169,227.45537766651034,14.781691223908682,41.530195547653264,Dozer,CAT D11T,17,Belaz,0,
2024-01-05,M2001,76.02808440316618,0.7183479815628977,1929.709988764677,1516.189055825345,316.8465615715993,19.42758510829074,56.842083361261835,Dozer,CAT D11T,17,Belaz,0,
2024-01-06,M2001,84.38935446050313,0.5779757169406038,2015.8441748823352,1483.6236678251753,170.65863519318032,34.2868581456278,64.13988158957969,Dozer,CAT D11T,17,Belaz,0,
2024-01-07,M2001,82.71098043052348,0.6445502889670226,1783.8781362244101,1347.1118006578506,216.78522056869204,34.26070017826582,40.906858676613616,Dozer,CAT D11T,17,Belaz,0,
2024-01-08,M2001,81.81543232595882,0.3545461386539703,1968.21546066746,1670.1243027760374,197.8264279510686,23.31238561645149,50.33677726509571,Dozer,CAT D11T,17,Belaz,0,
2024-01-09,M2001,77.17410772695597,0.47776796654556,1797.9279470081578,1919.342333720717,184.9874141084403,38.74724960632239,74.6259720273918,Dozer,CAT D11T,17,Belaz,0,
2024-01-10,M2001,91.13631008276181,0.6248143081582866,2081.8223652353713,1488.700114038384,200.43575688098719,16.177172458075475,79.68605396701527,Dozer,CAT D11T,17,Belaz,0,
2024-01-11,M2001,83.09108206055635,0.3332658635379751,2267.536494379885,1683.3074336857821,172.50613334351,23.490291755681657,82.65287881394286,Dozer,CAT D11T,17,Belaz,0,
2024-01-12,M2001,91.28611908616921,0.6784614527113726,2090.445108236077,1547.4935901191195,195.2114281571264,18.391087360155826,45.482483049880464,Dozer,CAT D11T,17,Belaz,0,
2024-01-13,M2001,80.03868726816519,0.5701799336096366,1893.8413956582788,1827.1846170562908,238.07540303275687,15.561596551639427,71.30982853834115,Dozer,CAT D11T,17,Belaz,0,
2024-01-14,M2001,87.84361836322249,0.6300266356276722,2172.978291547624,1611.4168838210562,176.22051845746876,13.471580350809838,74.02570637505627,Dozer,CAT D11T,17,Belaz,0,
2024-01-15,M2001,89.76490095301517,0.40094897775548966,2229.8297445251333,1369.646774200916,148.08962951193348,32.91880886483604,37.291800050186794,Dozer,CAT D11T,17,Belaz,0,
2024-01-16,M2001,82.82466557235327,0.5601115831077234,2061.336059120851,1683.8096675295792,159.85003502600327,21.50479853413236,59.34425421969321,Dozer,CAT D11T,17,Belaz,0,
2024-01-17,M2001,94.88697053911638,0.5615894765576578,1547.8183741717182,1593.5087696942353,178.05125946046832,29.286652070262388,47.73086801471255,Dozer,CAT D11T,17,Belaz,0,
2024-01-18,M2001,88.29608411615641,0.6380399735709442,2074.735956270841,1669.6804505723912,202.78980583016923,26.93929055669503,73.67627983461253,Dozer,CAT D11T,17,Belaz,0,
2024-01-19,M2001,80.56382170307337,0.682144030552665,2366.504604411918,1472.3918931582966,204.73920784607267,28.277796783693915,49.20799600076623,Dozer,CAT D11T,17,Belaz,0,
2024-01-20,M2001,76.13479427568652,0.5455610387481981,2174.7729697691984,1589.8056777144814,186.98893419445932,23.082600475717282,55.143402636100745,Dozer,CAT D11T,17,Belaz,0,
